ID,State, Name,Password
691,Tamil Nadu,Pattaraiperumbudur (temporary TP),SBWDR6QqeHtfj8JZXAFHFQ==
692,Tamil Nadu,Ponnambalapatti,0X0hhcaDNQc0nWPvq2mKwA==
693,Tamil Nadu,Pudurpandiyapuram,6F2oP3TkrYoH+oV0cb9ylA==
694,Tamil Nadu,S V Puram,2LBd1vL4SUWZRpzliUVJlQ==
695,Tamil Nadu,Salaipudhur,knUErFZ0sw7xTNlYJI7/RQ==
696,Tamil Nadu,Samayapuram,MGqMToJcJdALr4mF8bTBbQ==
697,Tamil Nadu,Sengurichi,iQvmcX7WH4ixGODvx4RQew==
698,Tamil Nadu,Shenbagampettai,ln+yJ7Xx6qQDHFmp7tj5iA==
699,Tamil Nadu,Surapattu (Chennai Bypass II),dEpOtzHDTMkDVC/kIRwL2Q==
700,Tamil Nadu,Thennamadevi ,M/Vz/HemaSJ7Y5OV2CXo5A==
701,Tamil Nadu,Thirumandurai,RlZHLBr+wbm8HtHc6FQFwg==
702,Tamil Nadu,Thirupathisaram ,AthZ0b5VOgKf9/r4v2kUlA==
703,Tamil Nadu,Thiruppachethi,z0uYEFNTahJsShqR1Pz6hA==
704,Tamil Nadu,Thirupparaithurai,sFT/bznOYWGnCZd9dijGUQ==
705,Tamil Nadu,U.Ponnalagaram,IH6W+2/uH4LyL8p3XgGmMA==
706,Tamil Nadu,Vagaikulam ( Pudukottai ),xgAYveGAYhdoarMwpSCWIA==
707,Tamil Nadu,Vaiguntham,d9Ucdnqq13VR/f/GrsgZBQ==
708,Tamil Nadu,Valavanthankottai,QnlBMDtdsrDAdqcUtbnp0Q==
709,Tamil Nadu,Vallam ,6Tj6M4Vum7ceYb/XgGOQyA==
710,Tamil Nadu,Vanagaram (Chennai Bypass),i1TEEepJa7iq0Vp/6draKw==
711,Tamil Nadu,Vaniyambadi,grPDifbzUcP+eZ/1qqIzHA==
712,Tamil Nadu,Veeracholapuram (West),KBNvwRgSqZd7m/Veta1ZIg==
713,Tamil Nadu,Velanchettiyur,V86HWmQTLIkYKsEqlKVMxQ==
714,Tamil Nadu,Vennathur,uhM9SiubGMWBDJBazAuxoA==
715,Tamil Nadu,Vijaymangalmam,glH7q2VJhOIZJJRYhwQamw==
716,Tamil Nadu,Vikravandi(Villupuram),QNDdKPnX0HcIrNovJ5qd9A==
717,Telangana,Bhiknoor,jLHh3Zuf9wQ8QVddX5UlNg==
718,Telangana,Chinthapally,sHWXvMPP7J0v+Ij8nP0wmw==
719,Telangana,Chitlapalli,e2hpNLjzZR8dtHWE3r8UEg==
720,Telangana,Dharmaram,jxgFAm4kxbZu+lAsWc7WRw==
721,Telangana,Dilawarpur,/rxScz8rQor1aHsps6PDoA==
722,Telangana,Gamjal,q3i+1GNDUdeLUmGGfkLvKQ==
723,Telangana,Gowraram,HuCh0GwlZZZK7swb4ODQCw==
724,Telangana,Gudur (Hyd-Yadgiri),i9joDeiE86vJOGNNh89BSg==
725,Telangana,Gummadidala,dSa5tk9k/VE2sM7jefNt1Q==
726,Telangana,Indalwai,3D2+ad4eQ6+aEIU8lLGLSA==
727,Telangana,Jawahar Nagar,6uHwVZP/pl7Z7FzLjmpoNQ==
728,Telangana,Kadthal,1uxHsXAA/bXQYeEHXempPw==
729,Telangana,Komalla,cwJm0ZlJz6a0t2k0SCL4NA==
730,Telangana,Komatipalli,tLEE3Olc/Qn9monwNCMDNw==
731,Telangana,Konetipuram,G7A7gO9A9oE11lvTb2bqQA==
732,Telangana,Korlaphadu,+qKJ4N3RzLDMn9bxujypaA==
733,Telangana,Kothagudem,IH957hFEXhlIkXU1gMSOYg==
734,Telangana,Manoharabad,S5eqQJj1q6Fd4DXEwiKxzQ==
735,Telangana,Munnanur,0idrYOAj+safKflMCcpBBg==
736,Telangana,Muthojipet,NKx5upvpioDmbtbaOBrwCA==
737,Telangana,Pippalwada,dSIQWQiCLzyvoVbBsmxIyQ==
738,Telangana,Raikal,dBE+ih5R6EQM1SkXVm7Clg==
739,Telangana,Rolmamda,XBylyzAKmbOl0Ji+hq7M9Q==
740,Telangana,Singarajupally,d3UY7y+us8hCy16ht7B7EA==
741,Telangana,Taddanpally ,mKpGfG6t4YjAV5T3ncqCUA==
742,Telangana,Yerkaram,umz080HJBMps8IIEwtcw0w==
743,Uttar Pradesh,Aaini,lTTIHKnzjW3Hsuib7YrV/Q==
744,Uttar Pradesh,Aashpur,BVbJ2ZL3kJRHT0c9xWEnMA==
745,Uttar Pradesh,Ahmadpur,kGKOc51a7Hh8vZ91G1yhwA==
746,Uttar Pradesh,Aihar,oniHhdaOlAjcMq0SvKOFGQ==
747,Uttar Pradesh,Aindhi,CStczWJxGaUljScSY0oKJg==
748,Uttar Pradesh,Ait,FWNwg/Bt7oml3kWWvvpUhA==
749,Uttar Pradesh,Aksada,QQpUIiwtXxGGrwZmF5CGdg==
750,Uttar Pradesh,Aliyapur,nf1MNIGW7YKhLZBVjc81dQ==
751,Uttar Pradesh,Amdi,RgaZlMYOVs+k4hBIhECP0A==
752,Uttar Pradesh,Anantram,Rr5vGvxXQ3m/RaudfvlJiQ==
753,Uttar Pradesh,Andhiyari,qdyml9VPnyiM0V02Oek9XA==
754,Uttar Pradesh,Asroga,ooHjXYVttvWF3VlWoieVjQ==
755,Uttar Pradesh,Atraila Shiv Ghulam,dHu4CHCMx0OicEJ+xEqc6Q==
756,Uttar Pradesh,Babina,BEtFB088slUD+nvKsaz26w==
757,Uttar Pradesh,Badauri,eX0i5EoUB9H2ooajnGsMyA==
758,Uttar Pradesh,Bamhori Kurmin,Z4x2KhVi5sAN2/9FGCjJPA==
759,Uttar Pradesh,Bara,xIFt5+iGlxg9Ha/9BApSRQ==
760,Uttar Pradesh,Barajore (Bara),avFs2qJ5dVIAfTuITLUVhw==
761,Uttar Pradesh,Baros,Eti3WKCerImuye0pX3wBhA==
762,Uttar Pradesh,Belgada,zw0kPGU2IwQACIj6DIjSkA==
763,Uttar Pradesh,Belon,183/TUDnc+s4QlwL1ohxMg==
764,Uttar Pradesh,Bharatkund,nMicKMqhyR5YCMg6D01LrA==
765,Uttar Pradesh,Bhojpur,SYqMtQAA3E5huJ2t82tZkA==
766,Uttar Pradesh,Bilakbarpur(EPE),S3IjJjO0g8ke2SuuhJjDow==
767,Uttar Pradesh,Brijghat,GycU6OApj8L2ut+XA33BIg==
768,Uttar Pradesh,Cable Stayed Naini Bridge,yvNtfnam7SXbJ9qEkXKVGg==
769,Uttar Pradesh,Chapwa,vIVptA+m06Fvuwq0AxMQdQ==
770,Uttar Pradesh,Chaukadi,QEIOMubIGvoXGtn2jZ55ow==
771,Uttar Pradesh,Chhajarsi,0ak4ffYFKsx1Q2cVHgA67Q==
772,Uttar Pradesh,Dakhina Sekhpur,XWD5x99zNGSNWbCQCR9bTQ==
773,Uttar Pradesh,Dasna,jCzAhkf0v0xjInV2aB+mwQ==
774,Uttar Pradesh,Dasna(EPE),2cIcmVUHX8EUi65x37IQaQ==
775,Uttar Pradesh,Duhai(EPE),49MnDOfHXF6StGYwKbyw8A==
776,Uttar Pradesh,Dularpur,yOrBQd/mrD1eNTulvg7zQQ==
777,Uttar Pradesh,Etora Bujurg,MekbCRMyaC5k6ETaSTfE4w==
778,Uttar Pradesh,Faridpur,09cqy2+syxB0r/gjoP+reg==
779,Uttar Pradesh,Fatehpur Rampur(EPE),Dz4y8MON3hhRudmxMLz18A==
780,Uttar Pradesh,Golhaura,r3y7BYMvs1uhBL6XbXf6Xw==
781,Uttar Pradesh,Golhaura Fee Plaza,dZaHlBdFOpFP8GuHbWDJqg==
782,Uttar Pradesh,Gopalpur ,XfiQt1rlZ6BERhrM1g5vlg==
783,Uttar Pradesh,Gulalpurva,0BmDmreSc1URiMwnluyN/g==
784,Uttar Pradesh,Gurau (Semra Atikabad),pvgn2VA0Pt20luELMSdVzQ==
785,Uttar Pradesh,Hadawa,Cl6ZX9lvc9L6+VaJRGT/Ag==
786,Uttar Pradesh,Handia,9xy4v8J1A3MFluEGqvJRcQ==
787,Uttar Pradesh,Harro,1ms4gzEN7dpUwAZnAH3t9g==
788,Uttar Pradesh,Hauj,UgRhayilGFmLCbbnUNj2QA==
789,Uttar Pradesh,Hitouta,v1dcCjY783O1SOgWfHBLIw==
790,Uttar Pradesh,Itunja (Barabhari),codm58L9g+/UVlyxDxX+LA==
791,Uttar Pradesh,Jakhauli(EPE),r4mPiLWLZ+LYL2BOlp63gw==
792,Uttar Pradesh,Jindpur,vP/Oj6N9TQ6Ub6sryI/PaA==
793,Uttar Pradesh,Jiwana,2+TuJSFHIV+l6+E10se0Cg==
794,Uttar Pradesh,Jorwara,h1Y+6iCzd65WY9aXbnhm7w==
795,Uttar Pradesh,Joya,ZXxmAdVDoh1L8UxeV551EA==
796,Uttar Pradesh,Kaithi,INVp1JTnOzBnupKK7A6ocA==
797,Uttar Pradesh,Kashi,XCJoYt3y/iKwzyyNxHpBLQ==
798,Uttar Pradesh,Katoghan,/ddXrXcvsBfKzRtfHlETPg==
799,Uttar Pradesh,Khairabad (Karondi),Cus17lUTrPPYNLxWCWECuw==
800,Uttar Pradesh,Khanna,8uLjb5opfueQdLxbrM50xA==
801,Uttar Pradesh,Khokhraj,s5kfoirqfpH6wT2BvRleDA==
802,Uttar Pradesh,Kiratpur ,uXVMc2mANgik3UprHxAcng==
803,Uttar Pradesh,Kunwarpur,FHiWqd+M+3b7b/WnZA9EjA==
804,Uttar Pradesh,Kurana,/Lx/EHA45pyrviF3J2PTSA==
805,Uttar Pradesh,Labhera ,XDjC9xdRkCJ3SYL/amaUyA==
806,Uttar Pradesh,Lalanagar,wt6Cou1MRXTPsZ6vx2EVZw==
807,Uttar Pradesh,Laxmannath,yoD6AcyRWoJ5x3CfO4jwCw==
808,Uttar Pradesh,Luharali,4qSK9a8jF1Ub+zzLBHMrGQ==
809,Uttar Pradesh,Madrak,XWqaQUo5Sx9k8bvBwlEajQ==
810,Uttar Pradesh,Mahuvan,ZoOpFAtUv462hBxzgjPfrg==
811,Uttar Pradesh,Mandawnagar,pqo08q8AO8h+qPYascr6XQ==
812,Uttar Pradesh,Maujpur(EPE),Zay4XwJyi3JKPFwZXk+R1g==
813,Uttar Pradesh,Mawikalan(EPE),uezgiCiEwj+BvLTd0vGJJQ==
814,Uttar Pradesh,Mirzapur ( Kyampur ) fee plaza,R7hsdFtoG/gNBMh2Wib32A==
815,Uttar Pradesh,Mungari,B4MDc2KJiCsVz91QeshWBQ==
816,Uttar Pradesh,Muziana Hetim,jfkcFnYq/fRKEgfWc63Emg==
817,Uttar Pradesh,Nainsar,cLKaTlR8cKpAIfGwPGIbyA==
818,Uttar Pradesh,Nawabganj,jk48/3smA6MZ89MrMS75GQ==
819,Uttar Pradesh,Nawabganj,uX7bax/iKamJ6G/mmXXdBw==
820,Uttar Pradesh,Niyamatpur Ekrotiya,dLrpelz2XVQc7UF6Wx74Vg==
821,Uttar Pradesh,Nuruddinpur,IHGfDx4o7+92NNMLSQqbOQ==
822,Uttar Pradesh,Pidhi,O5RiKnMh/rrtxW1O0Km/PQ==
823,Uttar Pradesh,Plaza 1,vxdS84k2yYZAgtJRd24eWw==
824,Uttar Pradesh,Plaza 2,H1lqqWYJuSuDu7JZjYGlfw==
825,Uttar Pradesh,Raibha,mk50SMS8Rs93nR5aO1c41A==
826,Uttar Pradesh,Ramnagar Gansiyari,WM/x4TKVTucGp9hKWba+vA==
827,Uttar Pradesh,Rampura,SeqhwNtu3Lnld+NdLEIpWA==
828,Uttar Pradesh,Ronahi,N8+hDEpKtGOldlm11Wje8Q==
829,Uttar Pradesh,Sabli,EDT7QA51/M35+oKDqUcrww==
830,Uttar Pradesh,Sahson,y2Xmcrqjnzc0icyKh5T8Qg==
831,Uttar Pradesh,Salemgarh,6XfZmpLruayemu/wAB4N2g==
832,Uttar Pradesh,Sarai Sundar,5X12Mt85wYW+eUFkSyQtfw==
833,Uttar Pradesh,Semraraja,4Q3LszvPVYmwz6BlAM+W1A==
834,Uttar Pradesh,Semri,42QA8nCKtgIx6Cgqz4U5/w==
835,Uttar Pradesh,Shahabpur,OMyqAkI57sY41Dyc9zrIYg==
836,Uttar Pradesh,Sherpur Chamrah,cRmkfesVHpZCNLYzaPVlhA==
837,Uttar Pradesh,Shrishikalan,+zKWoA3jlQVx+G9PGJFftQ==
838,Uttar Pradesh,Siwaya,YagDQFaas4z4kEN7V+GSmA==
839,Uttar Pradesh,Somna (Gabana),TfKQ3kteVHrZIkVVBQzJdQ==
840,Uttar Pradesh,Soraon,pjZzJWzMfqvt09cOxAIsEw==
841,Uttar Pradesh,Srinagar,VQOYjmQ4F+eLqG7+KxDBcQ==
842,Uttar Pradesh,Tamsabad,bH2Z+nceODFsKOpnx7OeVA==
843,Uttar Pradesh,Tarwa Dewa,JBWuWQyobLBr2SekNoI6mA==
844,Uttar Pradesh,Tendua (Gorakhpur Bypass),HE/6I/iOD1AqEtQ9mMO1MA==
845,Uttar Pradesh,Thriyakhetal,ki3PLUseuw9ZqCDFLDyvrQ==
846,Uttar Pradesh,Tundla,xAHIx8jCMl/c3HyMF/89ug==
847,Uttar Pradesh,Umapur,q9HPt1EvcHwyBmQLzEnLPw==
848,Uttar Pradesh,Usaka ( Chamari),bif6MFZq86iTKK8C0hSjEg==
849,Uttar Pradesh,Vighakhet,1jD2lkwQ55kEAIM5h1vw4g==
850,Uttarakhand,Bahadrabad,+GRht/rTGqBKh42DP+NcdQ==
851,Uttarakhand,Bahadrabad,MzYI7887Q8t13uyBjQWXRg==
852,Uttarakhand,Banushi,qbnXG9Qd1FM1hQVXpZjotg==
853,Uttarakhand,Bhagwanpur,ByNYAMyIEKlX9DrLFbukLg==
854,Uttarakhand,Chhapar,rn4UVjBtL415UtelML1kSw==
855,Uttarakhand,Deoria,LEfDo2d0G6YXAjIj1YiirQ==
856,Uttarakhand,Jagatpur Patti,4mynSKdwR09xmur4ubuUBg==
857,Uttarakhand,Koyla,OqSWerJu8nPpicITpV6e6w==
858,Uttarakhand,Lacchhiwala,Ni2E6iVo2gLzhphMUYnFjA==
859,Uttarakhand,Puraini,60Fw3iz0/rtTX4SG6IMIlw==
860,Uttarakhand,Rawason Bridge (MoRTH),uOgekPOrvOUO+lVp+1o+/A==
861,Uttarakhand,Sarsawa,ka1i3veMHKL06JHnsmp0aQ==
862,Uttarakhand,Sayed Mazera,DIu3ztrBRLRhoaC2YrhRpA==
863,West Bengal,Banskopa,sUAVvp9KfE+r9/1WfHyRfg==
864,West Bengal,Barai ,63ZWj3Wf9IQofTh1g+KmKA==
865,West Bengal,Beliyad,u4SL/81MioexctsqXChAVQ==
866,West Bengal,Chakseherdi (Gajol) Bagsarai,j0BC+fKtiUVIDTxiehZZBw==
867,West Bengal,Dankuni,IZMz+NAQLuDuqR2rJLajaQ==
868,West Bengal,Dankuni,s0vPyEED4SivG6PSbw0iOg==
869,West Bengal,Debra,vMpGj/+FQgillLjgsNAbKw==
870,West Bengal,Ghogarkuthi,S5XaxOoCbD1MqSbjPQmKYw==
871,West Bengal,Gopgram (Shibpur),wCV+RBS2OeoMMAhwxJK6fg==
872,West Bengal,Guabari,jfGds1AKA09AfLWwzf6BCw==
873,West Bengal,Husludanga,zw8USGg+kbyq8S6oMKoROg==
874,West Bengal,Jaladhulagori (Dhulagarh),BlPbUI3MDhdPxJByD1xrCQ==
875,West Bengal,Kalapathar,KAaozxjHPh2LUJIaFXTA6A==
876,West Bengal,Kishorpur (Chandermore),rma9AqysJGDQfdclyoY0LQ==
877,West Bengal,Lakshmipur (Eighteen Mile ),SiElGWyRmKQq+Bb5+ZQvrQ==
878,West Bengal,Mejia,Y5nrNa2N5l1DRAa9scxg3w==
879,West Bengal,Namkhna,F4hUJ9LNnWVUYI75HB7p8g==
880,West Bengal,Nivedita Setu,K/ja8mtx63Vw5YUQFkrizQ==
881,West Bengal,Palsit,n3utOROHwij5HWl9SvI1bQ==
882,West Bengal,Panikauri,IQetg/8vF5rqI+Jkf+znoA==
883,West Bengal,Paschim Madati,K34OcJKcEUNmK+Ofnn+BFA==
884,West Bengal,Rajchandrapur (Howrah),8ULqSmv42xGMxCEfYpOQnw==
885,West Bengal,Rangalibazna,gznLerOUPl4LBSfzYrjV8A==
886,West Bengal,Rasampalayan,Z1p9fhhSncjF7tWUW60vOQ==
887,West Bengal,Sali Bamandanga,bW9KKO1cJbsXQS3ysYY/1Q==
888,West Bengal,Satbhaiya,MwSp8WF9gp2Mk1kJtmaM2g==
889,West Bengal,Sonapetya,h1qkeYaCFIEPMy7BXWRnaA==
890,West Bengal,Sulkhapara,hKQyh0JZq+MWkMrOt41mUg==
891,West Bengal,Surjapur,BxIaOvljpPncJxadep4q9A==
